owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Energy,Department of Energy,FY2022P12,089-0249,"Defense Environmental Services, Energy",Department of Energy,National Defense,Atomic energy defense activities,11435.7,0.0,0.0,0.0,0.0,0.0,0.0,11435.7,0.0,0.0,11435.7,0.0,11435.7,2023-01-31
Department of Energy,Department of Energy,FY2022P12,089-0251,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,551719379.47,49321044.12,7282128500.0,0.0,0.0,0.0,0.0,7883168923.59,6954194221.99,50222618.57,928974701.6,6807064734.72,7883168923.59,2023-01-31
Department of Energy,Department of Energy,FY2022P12,089-0309,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,466296744.05,108930786.39,2057768307.0,0.0,0.0,21195222.83,21195222.83,2654191060.27,2509484745.34,108930786.39,144706314.93,2227186006.31,2654191060.27,2023-01-31
Department of Energy,Department of Energy,FY2022P12,089-0313,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,32484996.99,-109835.5,464000000.0,0.0,0.0,0.0,0.0,496375161.49,447315192.17,2089132.07,49059969.32,458617625.35,496375161.49,2023-01-31
Department of Energy,Department of Energy,FY2022P12,089-0314,"Naval Reactors, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,30900376.19,11814263.75,1819253000.0,0.0,0.0,0.0,0.0,1861967639.94,1839759533.28,12381784.66,22208106.66,1463811838.26,1861967639.94,2023-01-31
Selective Service System,Selective Service System,FY2022P12,090-0400,"Salaries and Expenses, Selective Service System",Selective Service System,National Defense,Defense-related activities,2421947.41,3848613.45,29200000.0,0.0,0.0,500000.0,500000.0,35970560.86,32080223.96,2796029.96,3890336.9,27709960.34,35970560.86,2022-11-16
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2022P12,096-3130,"Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil",Corps of Engineers - Civil Works,National Defense,Atomic energy defense activities,60476433.52,5805177.91,300000000.0,0.0,0.0,-1286042.57,-1286042.57,364995568.86,182907984.42,5805177.91,182087584.44,174792818.42,364995568.86,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0040,"Payments to Military Retirement Fund, Defense",Department of Defense,National Defense,Defense-related activities,0.0,0.0,114463000000.0,0.0,0.0,0.0,0.0,114463000000.0,114463000000.0,0.0,0.0,114463000000.0,114463000000.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0041,"Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,0.0,0.0,10569342000.0,0.0,0.0,0.0,0.0,10569342000.0,10569342000.0,0.0,0.0,10569342000.0,10569342000.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0100,"Operation and Maintenance, Defense-Wide, Defense",Department of Defense,National Defense,Department of Defense-Military,4299278762.82,1297242549.19,58913807163.0,0.0,0.0,2135666512.36,2135666512.36,66645994987.37,51023661808.29,2790433439.94,15622333179.08,48396209905.19,66645994987.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0104,"United States Court of Appeals for the Armed Forces, Defense",Department of Defense,National Defense,Department of Defense-Military,384420.54,967870.21,15589000.0,0.0,0.0,0.0,0.0,16941290.75,16493329.24,988743.55,447961.51,15649539.0,16941290.75,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0105,"Drug Interdiction and Counter-Drug Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,116441000.0,0.0,0.0,0.0,0.0,0.0,0.0,116441000.0,0.0,0.0,116441000.0,0.0,116441000.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0107,"Office of the Inspector General, Defense",Department of Defense,National Defense,Department of Defense-Military,30210939.9,19393429.69,438460000.0,0.0,0.0,1103342.53,1103342.53,489167712.12,459269975.69,23743437.33,29897736.43,437590519.61,489167712.12,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0111,"Department of Defense Acquisition Workforce Development Account, Defense",Department of Defense,National Defense,Department of Defense-Military,58273898.8,16166798.24,85590000.0,0.0,0.0,0.0,0.0,160030697.04,102514109.01,29270836.78,57516588.03,120170326.56,160030697.04,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0118,"Overseas Contingency Operations Transfer Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9972184.0,0.0,0.0,0.0,0.0,0.0,0.0,9972184.0,0.0,0.0,9972184.0,0.0,9972184.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0130,"Defense Health Program, Defense",Department of Defense,National Defense,Department of Defense-Military,3534388781.42,892420472.53,37220670000.0,0.0,0.0,3901315293.91,3901315293.91,45548794547.86,41785378842.92,2068229463.98,3763415704.94,40048364650.69,45548794547.86,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0134,"Cooperative Threat Reduction Account, Defense",Department of Defense,National Defense,Department of Defense-Military,212610282.29,100965852.65,344849000.0,0.0,0.0,5.43,5.43,658425140.37,378406620.2,107945943.32,280018520.17,307695182.78,658425140.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0145,"Counterterrorism Partnerships Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,9300451.0,-9300451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0300,"Procurement, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,2847718758.32,267808424.72,7225714000.0,0.0,0.0,289265735.54,289265735.54,10630506918.58,8472821173.14,378588584.94,2157685745.44,6616593304.98,10630506918.58,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0350,"National Guard and Reserve Equipment Account, Defense",Department of Defense,National Defense,Department of Defense-Military,790597669.88,45475480.19,950000000.0,0.0,0.0,-12066.99,-12066.99,1786061083.08,743186903.32,79192423.34,1042874179.76,622336053.51,1786061083.08,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0360,"Defense Production Act Purchases, Defense",Department of Defense,National Defense,Department of Defense-Military,151606085.96,6711089.78,1238327000.0,0.0,0.0,0.0,0.0,1396644175.74,252913847.97,6711089.78,1143730327.77,322670823.26,1396644175.74,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0361,Defense Production Act Program Account. Defense,Department of Defense,National Defense,Department of Defense-Military,86729159.89,0.0,0.0,0.0,0.0,0.0,0.0,86729159.89,2309860.76,0.0,84419299.13,3810761.65,86729159.89,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0390,"Chemical Agents and Munitions Destruction, Defense",Department of Defense,National Defense,Department of Defense-Military,26868170.12,24787938.22,1093252000.0,0.0,0.0,0.0,0.0,1144908108.34,1107112627.48,38271514.32,37795480.86,1102280342.74,1144908108.34,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0391,"Chemical Demilitarization Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,8947120.59,-8349945.35,0.0,0.0,0.0,0.0,0.0,597175.24,597105.23,1779.62,70.01,1753038.08,597175.24,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0400,"Research, Development, Test, and Evaluation, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,4678223464.1,528398219.9,29439529023.0,0.0,0.0,830223455.81,830223455.81,35476374162.81,29433017942.13,703536046.72,6043356220.68,27850069808.16,35476374162.81,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0402,"Department of Defense Rapid Prototyping Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,38209.73,1425.97,0.0,0.0,0.0,0.0,0.0,39635.7,1369.22,1425.97,38266.48,59378187.47,39635.7,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0460,"Operational Test and Evaluation, Defense",Department of Defense,National Defense,Department of Defense-Military,53037407.37,-1113694.3,276591000.0,0.0,0.0,0.0,0.0,328514713.07,281181386.75,2754480.84,47333326.32,264091846.86,328514713.07,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0500,"Military Construction, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,3467387157.53,99930868.3,2377461000.0,0.0,0.0,0.0,0.0,5944779025.83,1827105499.86,138124903.41,4117673525.97,2239255296.31,5944779025.83,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0510,"Department of Defense Base Closure Account 1990, Defense",Department of Defense,National Defense,Department of Defense-Military,81270038.65,8030271.33,0.0,0.0,0.0,0.0,0.0,89300309.98,8403856.34,8030271.33,80896453.64,2528354.63,89300309.98,2023-02-01
Department of Defense,Department of Defense;Department of Transportation,FY2022P12,097-0512,"Department of Defense Base Closure Account 2005, Defense",Department of Defense,National Defense,Department of Defense-Military,449394803.89,10807697.75,0.0,0.0,0.0,0.0,0.0,460202501.64,3493451.92,10807697.75,456709049.72,910061.44,460202501.64,2023-02-01
Department of Defense,Department of Defense;Department of Transportation,FY2022P12,097-0516,"Department of Defense Base Closure Account, Defense",Department of Defense,National Defense,Department of Defense-Military,406667122.77,19011559.18,529639000.0,0.0,0.0,7552947.03,7552947.03,962870628.98,443328673.63,19011559.18,519541955.35,410303116.1,962870628.98,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0765,"Family Housing Operation and Maintenance, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,12800129.69,-414651.66,49785000.0,0.0,0.0,0.0,0.0,62170478.03,50318238.23,2725677.21,11852239.8,50850586.47,62170478.03,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0801,"Foreign Currency Fluctuations, Defense",Department of Defense,National Defense,Department of Defense-Military,970000000.0,-1316000.0,0.0,0.0,0.0,0.0,0.0,968684000.0,0.0,0.0,968684000.0,0.0,968684000.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0803,"Foreign Currency Fluctuations, Construction, Defense",Department of Defense,National Defense,Department of Defense-Military,127272018.0,5376000.0,186000.0,0.0,0.0,0.0,0.0,132834018.0,0.0,0.0,132834018.0,0.0,132834018.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0804,"North Atlantic Treaty Organization, Security Investment Program, Defense",Department of Defense,National Defense,Department of Defense-Military,107819828.06,97265781.72,215853000.0,0.0,0.0,0.0,0.0,420938609.78,357931087.49,97265781.72,63007522.29,171173036.25,420938609.78,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0810,"Environmental Restoration, Defense",Department of Defense,National Defense,Department of Defense-Military,46820420.0,0.0,2370000.0,0.0,0.0,0.0,0.0,49190420.0,0.0,0.0,49190420.0,0.0,49190420.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0811,"Environmental Restoration, Formerly Used Defense Sites, Defense",Department of Defense,National Defense,Department of Defense-Military,5000000.62,-5000000.0,25000000.0,0.0,0.0,0.0,0.0,25000000.62,0.0,0.0,25000000.62,0.0,25000000.62,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0819,"Overseas Humanitarian, Disaster, and Civic AID, Defense",Department of Defense,National Defense,Department of Defense-Military,552430877.49,184419880.61,6360051000.0,0.0,0.0,0.0,0.0,7096901758.1,3187079075.32,195001185.12,3909822682.78,3759655152.17,7096901758.1,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0833,"Defense Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,227764743.06,892034.93,0.0,0.0,0.0,0.0,0.0,228656777.99,56433.06,892034.93,228600344.93,14664.81,228656777.99,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0834,"Department of Defense Family Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,19600474.49,0.0,30068520.5,0.0,0.0,0.0,0.0,49668994.99,32180923.12,0.0,17488071.87,42129987.87,49668994.99,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0836,"Department of Defense Military Unaccompanied Housing Improvement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,407756.32,0.0,494000.0,0.0,0.0,0.0,0.0,901756.32,398536.21,0.0,503220.11,147016.69,901756.32,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0838,"Support for International Sporting Competitions, Defense",Department of Defense,National Defense,Department of Defense-Military,4113939.5,548843.44,0.0,0.0,0.0,0.0,0.0,4662782.94,943832.4,548843.44,3718950.54,1057146.51,4662782.94,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-0850,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,Department of Defense,National Defense,Defense-related activities,0.0,0.0,7503000000.0,0.0,0.0,0.0,0.0,7503000000.0,7503000000.0,0.0,0.0,7503000000.0,7503000000.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-2093,"Joint Improvised-Threat Defeat Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,5565560.73,9256896.64,0.0,0.0,0.0,0.0,0.0,14822457.37,479240.08,9256896.64,14343217.29,1368258.46,14822457.37,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4090,"Homeowners Assistance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,48888575.95,0.0,0.0,0.0,0.0,0.0,0.0,48888575.95,546057.97,0.0,48342517.98,557356.21,48888575.95,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4091,"Homeowners Assistance Fund - Recovery Act, Defense",Department of Defense,National Defense,Department of Defense-Military,807070.77,2185.4,0.0,0.0,0.0,0.0,0.0,809256.17,1092.7,2185.4,808163.47,0.0,809256.17,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4555,"National Defense Stockpile Transaction Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,261719167.24,1688439.34,125000000.0,0.0,0.0,94581889.63,94581889.63,482989496.21,54648038.15,1688439.34,428341458.06,40268016.24,482989496.21,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4930,"Department of Defense Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,13073009509.79,6828854333.35,2426965000.0,0.0,81232100918.27,52971501989.09,134203602907.36,156532431750.5,145264972262.68,12550823035.09,11267459487.82,126450775896.06,156532431750.5,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4931,"Building Maintenance Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,39700610.49,4398898.58,0.0,0.0,0.0,280701517.2,280701517.2,324801026.27,298160804.71,4398898.58,26640221.56,313871802.85,324801026.27,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4932,"Defense Counterintelligence and Security Agency Working Capital Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,917640703.11,1001671.0,-30000000.0,0.0,0.0,1188138306.7,1188138306.7,2076780680.81,1361490272.33,0.0,715290408.48,1186987331.31,2076780680.81,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4950,Pentagon Reservation Maintenance Revolving Fund,Department of Defense,National Defense,Department of Defense-Military,61600137.44,18404270.47,0.0,0.0,0.0,661203020.0,661203020.0,741207427.91,688341117.23,18404270.47,52866310.68,651156297.74,741207427.91,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-4965,"Emergency Response Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,11462230.88,0.0,0.0,0.0,0.0,0.0,0.0,11462230.88,0.0,0.0,11462230.88,0.0,11462230.88,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5187,"Defense Cooperation Account, Defense",Department of Defense,National Defense,Department of Defense-Military,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5188,"Disposal of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,72648950.56,10843.28,4599759.92,0.0,0.0,0.0,0.0,77259553.76,1158143.58,10843.28,76101410.18,3851210.83,77259553.76,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5189,"Lease of Department of Defense Real Property, Defense",Department of Defense,National Defense,Department of Defense-Military,205266544.97,1038519.39,32415985.81,0.0,0.0,0.0,0.0,238721050.17,17649665.11,1038519.39,221071385.06,28276735.5,238721050.17,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5193,"Department of Defense Overseas Military Facility Investment Recovery Account, Defense",Department of Defense,National Defense,Department of Defense-Military,469705.02,9394.71,0.0,0.0,0.0,0.0,0.0,479099.73,9394.71,9394.71,469705.02,150426.05,479099.73,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5195,"Use of Proceeds from the Transfer or Disposition of Commissary Facilities, Defense",Department of Defense,National Defense,Department of Defense-Military,1352735.31,2231661.0,185324.0,0.0,0.0,0.0,0.0,3769720.31,2231661.0,2231661.0,1538059.31,2231661.0,3769720.31,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5441,"Burden Sharing Contribution, Defense",Department of Defense,National Defense,Department of Defense-Military,1013668537.11,0.0,981481376.71,0.0,0.0,0.0,0.0,1995149913.82,847268711.52,0.0,1147881202.3,846628131.81,1995149913.82,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5613,"Mutually Beneficial Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,39267895.5,0.0,0.0,0.0,0.0,0.0,0.0,39267895.5,11850016.37,0.0,27417879.13,11965542.61,39267895.5,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5750,"Department of Defense Vietnam War Commemoration Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,8627297.48,0.0,10.0,0.0,0.0,0.0,0.0,8627307.48,4187375.57,0.0,4439931.91,929173.04,8627307.48,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5751,"Contributions to the Cooperative Threat Reduction Program, Defense",Department of Defense,National Defense,Department of Defense-Military,290423.16,531972.88,211784.0,0.0,0.0,51948.52,51948.52,1086128.56,709694.36,531972.88,376434.2,470886.2,1086128.56,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-5753,"Contributions for Renewable Energy Impact Assessments and Mitigation, Defense",Department of Defense,National Defense,Department of Defense-Military,2135505.05,0.0,730000.0,0.0,0.0,0.0,0.0,2865505.05,642755.0,0.0,2222750.05,1180699.27,2865505.05,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8163,"Department of Defense General Gift Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,7866076.02,0.0,64042.0,0.0,0.0,0.0,0.0,7930118.02,224901.97,0.0,7705216.05,224901.97,7930118.02,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8164,"Commissary Stores Surcharge Program, Defense",Department of Defense,National Defense,Department of Defense-Military,17339186.15,44721947.27,0.0,0.0,0.0,221998647.97,221998647.97,284059781.39,262588644.14,44721947.27,21471137.25,223635449.44,284059781.39,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8165,"Foreign National Employees Separation Pay Account, Defense",Department of Defense,National Defense,Department of Defense-Military,4346632.04,0.0,2682824.51,0.0,0.0,0.0,0.0,7029456.55,2682824.51,0.0,4346632.04,4634254.3,7029456.55,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8168,"National Security Education Trust Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,306354.92,0.0,0.0,0.0,0.0,0.0,0.0,306354.92,0.0,48012.64,306354.92,0.0,306354.92,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8335,"Voluntary Separation Incentive Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,0.0,0.0,30078111.09,0.0,0.0,0.0,0.0,30078111.09,30078111.09,0.0,0.0,30418783.21,30078111.09,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8337,"Host Nation Support for U.S. Relocation Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,214416540.95,0.0,131141800.76,0.0,0.0,0.0,0.0,345558341.71,194621608.79,0.0,150936732.92,202483809.96,345558341.71,2023-02-01
Department of Defense,Department of Defense,FY2022P12,097-8358,"Support for U.S. Relocation to Guam Activities, Defense",Department of Defense,National Defense,Department of Defense-Military,1118045033.42,0.0,209701911.56,0.0,0.0,0.0,0.0,1327746944.98,251216038.44,0.0,1076530906.54,305012640.56,1327746944.98,2023-02-01
Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,FY2022P12,347-3900,"Salaries and Expenses, Defense Nuclear Facilities Safety Board",Defense Nuclear Facilities Safety Board,National Defense,Atomic energy defense activities,9247653.73,1224237.86,36000000.0,0.0,0.0,-5893.12,-5893.12,46465998.47,38574839.15,1224237.86,7891159.32,37294884.63,46465998.47,2022-11-15
Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,FY2022P12,535-2724,"Salaries and Expenses, Privacy and Civil Liberties Oversight Board",Privacy and Civil Liberties Oversight Board,National Defense,Defense-related activities,16791021.6,-8981299.09,9800000.0,0.0,0.0,507124.34,507124.34,18116846.85,11316274.67,217854.21,6800572.18,11455157.67,18116846.85,2022-11-14
Department of Justice,Department of Justice,FY2023P12,015-0200,"Salaries and Expenses, Federal Bureau of Investigation, Justice",Department of Justice,National Defense,Defense-related activities,1134697659.29,227795402.88,10650683882.0,0.0,0.0,1266838798.48,1266838798.48,13280015742.65,12205358831.12,249675158.6,1074656911.53,11788708454.43,13280015742.65,2023-11-20
Department of Justice,Department of Justice,FY2023P12,015-0333,"Payment to the Radiation Exposure Compensation Trust Fund, Justice",Department of Justice,National Defense,Defense-related activities,0.0,0.0,50000000.0,0.0,0.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,50000000.0,50000000.0,2023-11-20
Department of Justice,Department of Justice,FY2023P12,015-8116,"Radiation Exposure Compensation Trust Fund, Justice",Department of Justice,National Defense,Defense-related activities,35689562.37,240000.0,50000000.0,0.0,0.0,0.0,0.0,85929562.37,57915330.28,240000.0,28014232.09,57765330.28,85929562.37,2023-11-20
Department of Labor,Department of Labor,FY2023P12,016-1523,"Energy Employees Occupational Illness Compensation Fund, Labor",Department of Labor,National Defense,Atomic energy defense activities,0.0,0.0,2187832025.64,0.0,0.0,16210093.95,16210093.95,2204042119.59,2204042119.59,0.0,0.0,2189135768.69,2204042119.59,2023-11-15
Department of Labor,Department of Labor,FY2023P12,016-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor",Department of Labor,National Defense,Atomic energy defense activities,2769118.95,493058.54,133325641.14,0.0,0.0,0.0,0.0,136587818.63,134014475.58,493058.54,2573343.05,134747465.29,136587818.63,2023-11-15
Department of Defense,Department of Defense,FY2023P12,017-0380,"Coastal Defense Augmentation, Navy",Department of the Navy,National Defense,Department of Defense-Military,4410866.4,0.0,0.0,0.0,0.0,0.0,0.0,4410866.4,0.0,0.0,4410866.4,0.0,4410866.4,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-0730,"Family Housing Construction, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,90913403.41,3930815.34,337297000.0,0.0,0.0,0.0,0.0,432141218.75,333731843.35,5253374.27,98409375.4,87626945.76,432141218.75,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-0735,"Family Housing Operation and Maintenance, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,46292294.71,6283688.36,378224000.0,0.0,0.0,10811886.45,10811886.45,441611869.52,392340269.41,19152502.46,49271600.11,364011842.28,441611869.52,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-0810,"Environmental Restoration, Navy",Department of the Navy,National Defense,Department of Defense-Military,14795873.53,6975000.0,0.0,0.0,0.0,0.0,0.0,21770873.53,0.0,16975000.0,21770873.53,0.0,21770873.53,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1000,"Medicare-Eligible Retiree Health Fund Contribution, Navy",Department of the Navy,National Defense,Department of Defense-Military,0.0,0.0,1986120000.0,0.0,0.0,0.0,0.0,1986120000.0,1986120000.0,0.0,0.0,1986120000.0,1986120000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1001,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,0.0,0.0,1027372000.0,0.0,0.0,0.0,0.0,1027372000.0,1027372000.0,0.0,0.0,1027372000.0,1027372000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1002,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,0.0,0.0,167928000.0,0.0,0.0,0.0,0.0,167928000.0,167928000.0,0.0,0.0,167928000.0,167928000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1003,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,0.0,0.0,82870000.0,0.0,0.0,0.0,0.0,82870000.0,82870000.0,0.0,0.0,82870000.0,82870000.0,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1105,"Military Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,138722072.41,349088636.08,15208295000.0,0.0,0.0,19927374.21,19927374.21,15716033082.7,15509630177.14,375770990.27,206402905.56,15256022845.66,15716033082.7,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1106,"Operation and Maintenance, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,290168025.79,650311515.79,9943250075.0,0.0,0.0,334878357.65,334878357.65,11218607974.23,10899206976.0,768823946.8,319400998.23,9869690071.33,11218607974.23,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1107,"Operation and Maintenance, Marine Corps Reserve",Department of the Navy,National Defense,Department of Defense-Military,25875396.82,28613988.38,344632000.0,0.0,0.0,972023.24,972023.24,400093408.44,377274787.31,39395004.41,22818621.13,311291700.1,400093408.44,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1108,"Reserve Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,36871307.1,22428163.8,879939000.0,0.0,0.0,14038565.71,14038565.71,953277036.61,927948064.49,28482902.59,25328972.12,894332255.14,953277036.61,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1109,"Procurement, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,1069783580.63,563205109.81,4203908212.0,0.0,0.0,-18702.0,-18702.0,5836878200.44,4565432281.63,498557137.1,1271445918.81,2913728237.5,5836878200.44,2024-01-30
Department of Defense,Department of Defense;Department of Transportation,FY2023P12,017-1205,"Military Construction, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,6545510008.21,435670721.34,5397160000.0,0.0,0.0,1410308523.54,1410308523.54,13788649253.09,6099385473.85,461677383.33,7689263779.24,4128571400.65,13788649253.09,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1235,"Military Construction, Naval Reserve",Department of the Navy,National Defense,Department of Defense-Military,174539471.75,42336180.05,159301000.0,0.0,0.0,0.0,0.0,376176651.8,153544927.46,42610792.05,222631724.34,49574968.91,376176651.8,2024-01-30
Department of Defense,Department of Defense,FY2023P12,017-1236,"Payments to Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,43065.77,0.0,0.0,0.0,0.0,0.0,0.0,43065.77,0.0,0.0,43065.77,0.0,43065.77,2024-01-30
